feature,importance
Mental_Severity_Score,0.3468941281138795
stress_depression_diff,0.3240146797153023
stress_anxiety_diff,0.24895907473309623
Age,0.1385745106761567
Course,0.13731539145907462
Semester_Credit_Load,0.10134586298932383
Relationship_Status,0.06977846975088957
Residence_Type,0.043363879003558724
Physical_Activity,0.025176601423487547
Diet_Quality,0.02281872775800711
Extracurricular_Involvement,0.022327624555160134
Sleep_Quality,0.016972197508896773
Counseling_Service_Use,0.013465080071174357
Gender,0.011647686832740214
CGPA,0.006258896797153032
