feature,importance
stress_depression_diff,0.3194606316725983
stress_anxiety_diff,0.23036543594306072
Course,0.15591414590747327
Age,0.13890725088967945
Semester_Credit_Load,0.13366703736654797
Residence_Type,0.08770685053380785
Relationship_Status,0.08099977758007129
Extracurricular_Involvement,0.05033007117437719
Physical_Activity,0.0481783807829181
Mental_Severity_Score,0.04556472419928827
Diet_Quality,0.042915702846975094
Sleep_Quality,0.030825400355871828
Counseling_Service_Use,0.02646552491103199
Gender,0.019935053380782868
CGPA,0.012972197508896763
