feature,importance
stress_depression_diff,0.30974421708185024
stress_anxiety_diff,0.2449328291814947
Age,0.15844550711743766
Course,0.15771530249110335
Semester_Credit_Load,0.11890324733096093
Mental_Severity_Score,0.11246619217081849
Relationship_Status,0.09430671708185075
Residence_Type,0.0570544928825623
Extracurricular_Involvement,0.03664123665480419
Physical_Activity,0.035745774021352296
Diet_Quality,0.03116347864768679
Sleep_Quality,0.0246290035587188
Counseling_Service_Use,0.019826734875444813
Gender,0.017530693950177895
CGPA,0.00815080071174377
