feature,importance
stress_depression_diff,0.33060542704626306
stress_anxiety_diff,0.22501668149466217
Mental_Severity_Score,0.21126089857651228
Age,0.1141003113879003
Semester_Credit_Load,0.10977090747330961
Course,0.09928803380782919
Residence_Type,0.06714412811387911
Relationship_Status,0.06422108540925263
Extracurricular_Involvement,0.04226623665480427
Diet_Quality,0.03982161921708181
Physical_Activity,0.03966281138790033
Sleep_Quality,0.03064479537366542
Counseling_Service_Use,0.024636343416370134
Gender,0.017062277580071138
CGPA,0.009969973309608528
