feature,importance
stress_depression_diff,0.31609386120996436
stress_anxiety_diff,0.20221040925266914
Age,0.17032517793594334
Course,0.1510636120996444
Mental_Severity_Score,0.13539701957295372
Semester_Credit_Load,0.12627090747330968
Relationship_Status,0.09010698398576512
Residence_Type,0.05595929715302496
Physical_Activity,0.036440391459074656
Extracurricular_Involvement,0.0335696174377224
Diet_Quality,0.0323340747330961
Sleep_Quality,0.023625222419928798
Gender,0.01747775800711741
Counseling_Service_Use,0.017125889679715258
CGPA,0.009870329181494641
