feature,importance
stress_depression_diff,0.32185987544484024
stress_anxiety_diff,0.19589657473309585
Course,0.14826379003558737
Age,0.14058073843416372
Semester_Credit_Load,0.11695796263345185
Mental_Severity_Score,0.1013447508896798
Relationship_Status,0.08139056939501771
Residence_Type,0.0561141014234875
Physical_Activity,0.03807873665480418
Extracurricular_Involvement,0.03668438612099641
Diet_Quality,0.035544039145907425
Sleep_Quality,0.026077402135231287
Counseling_Service_Use,0.021111654804270467
Gender,0.017663033807829184
CGPA,0.00812233096085408
