feature,importance
stress_depression_diff,0.4000015569395016
Mental_Severity_Score,0.2661739323843422
stress_anxiety_diff,0.19153892348754428
CGPA,0.11387811387900366
Course,0.10241881672597863
Semester_Credit_Load,0.0692889234875443
Relationship_Status,0.04091970640569396
Physical_Activity,0.040306049822063976
Age,0.03904559608540925
Residence_Type,0.036419706405693905
Extracurricular_Involvement,0.033061387900355864
Diet_Quality,0.03291303380782912
Sleep_Quality,0.03181183274021348
Counseling_Service_Use,0.02764079181494659
Gender,0.023147464412811354
