feature,importance
stress_depression_diff,0.4204314946619211
stress_anxiety_diff,0.24056561387900352
Mental_Severity_Score,0.13227001779359449
CGPA,0.12711076512455494
Course,0.12174221530249102
Semester_Credit_Load,0.07167370996441273
Age,0.05596574733096096
Relationship_Status,0.04879470640569384
Counseling_Service_Use,0.04222975978647684
Residence_Type,0.039714190391458966
Diet_Quality,0.03354559608540924
Physical_Activity,0.0331005338078292
Sleep_Quality,0.03205293594306048
Extracurricular_Involvement,0.03163767793594306
Gender,0.02780382562277579
