feature,importance
stress_depression_diff,0.40698309608540867
stress_anxiety_diff,0.2756169928825619
CGPA,0.1665847419928825
Course,0.12321730427046275
Semester_Credit_Load,0.10248131672597886
Mental_Severity_Score,0.07471730427046268
Relationship_Status,0.06101045373665488
Residence_Type,0.058415258007117436
Age,0.05570729537366546
Physical_Activity,0.05355582740213519
Sleep_Quality,0.05334919928825618
Diet_Quality,0.045994217081850516
Counseling_Service_Use,0.04393060498220637
Extracurricular_Involvement,0.042678380782918135
Gender,0.022565836298932385
