feature,importance
stress_depression_diff,0.40503781138789996
Mental_Severity_Score,0.33432629003558756
stress_anxiety_diff,0.2903185053380783
Course,0.11410564946619223
CGPA,0.0759748665480427
Semester_Credit_Load,0.0502995996441281
Age,0.04913678825622775
Counseling_Service_Use,0.028542704626334427
Diet_Quality,0.02418638790035587
Physical_Activity,0.022817393238434177
Residence_Type,0.02074177046263341
Extracurricular_Involvement,0.01761788256227753
Gender,0.016897241992882523
Relationship_Status,0.016775578291814964
Sleep_Quality,0.015237544483985753
