feature,importance
stress_depression_diff,0.40043616548042793
stress_anxiety_diff,0.2349292704626338
CGPA,0.1473414145907474
Course,0.12546085409252666
Mental_Severity_Score,0.11251089857651278
Semester_Credit_Load,0.08723376334519574
Relationship_Status,0.07145907473309605
Sleep_Quality,0.048940169039146005
Physical_Activity,0.04888945729537364
Residence_Type,0.04826957295373669
Age,0.04485320284697496
Extracurricular_Involvement,0.04087789145907476
Diet_Quality,0.03566414590747331
Counseling_Service_Use,0.0355431494661921
Gender,0.02194951067615655
