feature,importance
stress_depression_diff,0.41270974199288224
Mental_Severity_Score,0.3367266459074732
stress_anxiety_diff,0.2427978202846974
Course,0.09681583629893228
CGPA,0.08943572064056933
Semester_Credit_Load,0.058095418149466116
Age,0.0534953291814947
Residence_Type,0.030135453736654806
Diet_Quality,0.029534030249110298
Counseling_Service_Use,0.027821619217081782
Physical_Activity,0.02541436832740208
Extracurricular_Involvement,0.02344862099644123
Relationship_Status,0.022198843416370094
Sleep_Quality,0.01877913701067613
Gender,0.017063389679715286
