feature,importance
stress_depression_diff,0.41049488434163744
stress_anxiety_diff,0.20623910142348742
Mental_Severity_Score,0.164911921708185
Course,0.15452335409252685
CGPA,0.1141903914590748
Semester_Credit_Load,0.07788634341637017
Age,0.06636120996441285
Physical_Activity,0.055879448398576496
Residence_Type,0.05331183274021346
Relationship_Status,0.052928603202846924
Extracurricular_Involvement,0.03752891459074733
Diet_Quality,0.037481094306049706
Counseling_Service_Use,0.031059830960854042
Sleep_Quality,0.030725978647686808
Gender,0.025097642348754425
