feature,importance
stress_depression_diff,0.4055193505338077
stress_anxiety_diff,0.18909074733096135
CGPA,0.1578209519572955
Course,0.12640435943060496
Age,0.10724199288256249
Semester_Credit_Load,0.09587121886121018
Mental_Severity_Score,0.07775177935943067
Relationship_Status,0.061859875444839896
Residence_Type,0.05294239323843417
Counseling_Service_Use,0.052319617437722406
Extracurricular_Involvement,0.0519205960854092
Physical_Activity,0.04965991992882563
Diet_Quality,0.04159697508896789
Sleep_Quality,0.03980760676156582
Gender,0.02358763345195724
