feature,importance
stress_depression_diff,0.41234630782918125
Mental_Severity_Score,0.3851852758007111
stress_anxiety_diff,0.19569617437722395
CGPA,0.09580071174377232
Course,0.09174599644128127
Age,0.07652424377224197
Semester_Credit_Load,0.05536677046263346
Relationship_Status,0.03423242882562273
Diet_Quality,0.032156806049822004
Residence_Type,0.027810053380782917
Counseling_Service_Use,0.02773354092526686
Physical_Activity,0.026359875444839843
Extracurricular_Involvement,0.02480449288256232
Sleep_Quality,0.024670818505338043
Gender,0.023691503558718848
