feature,importance
stress_depression_diff,0.40733451957295347
stress_anxiety_diff,0.18985987544483982
CGPA,0.1570956405693948
Course,0.12797064056939508
Age,0.10614946619217072
Semester_Credit_Load,0.09535787366548051
Mental_Severity_Score,0.07722397686832749
Relationship_Status,0.06233852313167254
Counseling_Service_Use,0.053458407473309544
Residence_Type,0.05255760676156579
Extracurricular_Involvement,0.051297375444839775
Physical_Activity,0.04998976868327403
Diet_Quality,0.041040258007117386
Sleep_Quality,0.03968016014234876
Gender,0.024349644128113832
