feature,importance
stress_depression_diff,0.4093207295373663
Mental_Severity_Score,0.36272375444839844
stress_anxiety_diff,0.20476534697508933
Course,0.1061981761565838
CGPA,0.09184764234875448
Age,0.06513345195729532
Semester_Credit_Load,0.05595573843416359
Residence_Type,0.03274666370106757
Physical_Activity,0.026519795373665514
Diet_Quality,0.026273576512455505
Relationship_Status,0.02599822064056938
Extracurricular_Involvement,0.024396129893238423
Counseling_Service_Use,0.024028914590747335
Sleep_Quality,0.021273798932384343
Gender,0.020290480427046256
