age	education	marital-status	occupation	race	_row_id	income
27.5	20	2	90	10	471	<=50K
27.5	20	2	90	10	915	<=50K
27.5	20	2	90	10	1095	<=50K
27.5	20	2	90	10	1163	<=50K
27.5	20	2	90	10	1577	<=50K
27.5	20	2	90	10	1686	<=50K
27.5	20	2	90	10	1857	<=50K
27.5	20	2	90	10	2258	<=50K
27.5	20	2	90	10	3348	<=50K
27.5	20	2	90	10	3675	<=50K
27.5	20	2	90	10	3817	<=50K
27.5	20	2	90	10	3850	<=50K
27.5	20	2	90	10	4005	<=50K
27.5	20	2	90	10	4041	<=50K
27.5	20	2	90	10	4426	<=50K
27.5	20	2	90	10	4533	<=50K
27.5	20	2	90	10	4643	<=50K
27.5	20	2	90	10	4740	<=50K
27.5	20	2	90	10	4742	<=50K
27.5	20	2	90	10	4795	<=50K
27.5	20	2	90	10	5304	<=50K
27.5	20	2	90	10	5504	<=50K
27.5	20	2	90	10	5878	<=50K
27.5	20	2	90	10	5920	<=50K
27.5	20	2	90	10	7067	<=50K
27.5	20	2	90	10	7843	<=50K
27.5	20	2	90	10	8028	<=50K
27.5	20	2	90	10	8844	<=50K
27.5	20	2	90	10	9517	<=50K
27.5	20	2	90	10	10296	<=50K
27.5	20	2	90	10	10421	<=50K
27.5	20	2	90	10	10610	<=50K
27.5	20	2	90	10	10823	<=50K
27.5	20	2	90	10	10882	<=50K
27.5	20	2	90	10	11352	<=50K
27.5	20	2	90	10	11642	<=50K
27.5	20	2	90	10	11670	<=50K
27.5	20	2	90	10	11824	<=50K
27.5	20	2	90	10	12387	<=50K
27.5	20	2	90	10	12869	<=50K
27.5	20	2	90	10	13292	<=50K
27.5	20	2	90	10	13311	<=50K
27.5	20	2	90	10	13470	<=50K
27.5	20	2	90	10	13505	<=50K
27.5	20	2	90	10	14167	<=50K
27.5	20	2	90	10	14180	<=50K
27.5	20	2	90	10	14488	<=50K
27.5	20	2	90	10	15870	<=50K
27.5	20	2	90	10	15880	<=50K
27.5	20	2	90	10	16342	<=50K
27.5	20	2	90	10	17210	<=50K
27.5	20	2	90	10	17326	<=50K
27.5	20	2	90	10	17373	<=50K
27.5	20	2	90	10	17988	<=50K
27.5	20	2	90	10	19474	<=50K
27.5	20	2	90	10	19985	<=50K
27.5	20	2	90	10	20252	<=50K
27.5	20	2	90	10	20404	<=50K
27.5	20	2	90	10	20422	<=50K
27.5	20	2	90	10	20809	<=50K
27.5	20	2	90	10	20879	<=50K
27.5	20	2	90	10	20979	<=50K
27.5	20	2	90	10	20984	<=50K
27.5	20	2	90	10	21059	<=50K
27.5	20	2	90	10	21346	<=50K
27.5	20	2	90	10	21671	<=50K
27.5	20	2	90	10	21679	<=50K
27.5	20	2	90	10	21683	<=50K
27.5	20	2	90	10	22371	<=50K
27.5	20	2	90	10	22812	<=50K
27.5	20	2	90	10	23313	<=50K
27.5	20	2	90	10	23481	<=50K
27.5	20	2	90	10	24175	<=50K
27.5	20	2	90	10	24342	<=50K
27.5	20	2	90	10	24390	<=50K
27.5	20	2	90	10	25400	<=50K
27.5	20	2	90	10	25462	<=50K
27.5	20	2	90	10	25651	<=50K
27.5	20	2	90	10	26037	<=50K
27.5	20	2	90	10	26501	<=50K
27.5	20	2	90	10	26655	<=50K
27.5	20	2	90	10	26745	<=50K
27.5	20	2	90	10	26758	<=50K
27.5	20	2	90	10	26829	<=50K
27.5	20	2	90	10	27126	<=50K
27.5	20	2	90	10	27131	<=50K
27.5	20	2	90	10	27230	<=50K
27.5	20	2	90	10	27584	<=50K
27.5	20	2	90	10	27711	<=50K
27.5	20	2	90	10	27946	<=50K
27.5	20	2	90	10	28099	<=50K
27.5	20	2	90	10	28181	<=50K
27.5	20	2	90	10	28263	<=50K
27.5	20	2	90	10	28412	<=50K
27.5	20	2	90	10	28430	<=50K
27.5	20	2	90	10	28672	<=50K
27.5	20	2	90	10	28707	<=50K
27.5	20	2	90	10	28708	<=50K
27.5	20	2	90	10	28792	<=50K
27.5	20	2	90	10	28889	<=50K
27.5	20	2	90	10	29045	<=50K
27.5	20	2	90	10	29657	<=50K
27.5	20	2	90	10	30206	<=50K
27.5	20	2	90	10	30406	<=50K
27.5	20	2	90	10	30966	<=50K
27.5	20	2	90	10	31003	<=50K
27.5	20	2	90	10	31749	<=50K
27.5	20	2	90	10	33900	<=50K
27.5	20	2	90	10	34019	<=50K
27.5	20	2	90	10	34156	<=50K
27.5	20	2	90	10	34462	<=50K
27.5	20	2	90	10	35104	<=50K
27.5	20	2	90	10	35135	<=50K
27.5	20	2	90	10	35511	<=50K
27.5	20	2	90	10	37205	<=50K
27.5	20	2	90	10	37388	<=50K
27.5	20	2	90	10	38070	<=50K
27.5	20	2	90	10	38192	<=50K
27.5	20	2	90	10	38726	<=50K
27.5	20	2	90	10	39079	<=50K
27.5	20	2	90	10	39096	<=50K
27.5	20	2	90	10	39408	<=50K
27.5	20	2	90	10	39798	<=50K
27.5	20	2	90	10	42576	<=50K
27.5	20	2	90	10	42726	<=50K
27.5	20	2	90	10	44400	<=50K
27.5	20	2	90	10	45249	<=50K
27.5	20	2	90	10	45958	<=50K
27.5	20	2	90	10	46502	<=50K
27.5	20	2	90	10	47610	<=50K
27.5	20	2	90	10	48154	<=50K
27.5	20	2	90	10	48242	<=50K
27.5	20	2	90	10	48593	<=50K
27.5	20	2	90	10	48713	<=50K
27.5	20	2	90	10	48825	<=50K
27.5	20	2	90	10	833	>50K
27.5	20	2	90	10	2427	>50K
27.5	20	2	90	10	6339	>50K
27.5	20	2	90	10	6858	>50K
27.5	20	2	90	10	11304	>50K
27.5	20	2	90	10	12692	>50K
27.5	20	2	90	10	13764	>50K
27.5	20	2	90	10	16696	>50K
27.5	20	2	90	10	19456	>50K
27.5	20	2	90	10	23008	>50K
27.5	20	2	90	10	23798	>50K
27.5	20	2	90	10	32582	>50K
27.5	20	2	90	10	33835	>50K
27.5	20	2	90	10	39043	>50K
27.5	20	2	90	10	40795	>50K
27.5	20	2	90	10	40954	>50K
27.5	20	2	90	10	41955	>50K
27.5	20	2	90	10	42627	>50K
27.5	20	2	90	10	43231	>50K
27.5	20	2	90	10	45079	>50K
27.5	20	2	90	10	45872	>50K
27.5	30	2	88	1	677	<=50K
27.5	30	2	88	1	717	<=50K
27.5	30	2	88	1	1255	<=50K
27.5	30	2	88	1	1645	<=50K
27.5	30	2	88	1	1648	<=50K
27.5	30	2	88	1	1811	<=50K
27.5	30	2	88	1	1955	<=50K
27.5	30	2	88	1	2281	<=50K
27.5	30	2	88	1	2650	<=50K
27.5	30	2	88	1	3988	<=50K
27.5	30	2	88	1	4830	<=50K
27.5	30	2	88	1	5836	<=50K
27.5	30	2	88	1	6033	<=50K
27.5	30	2	88	1	6280	<=50K
27.5	30	2	88	1	7783	<=50K
27.5	30	2	88	1	8714	<=50K
27.5	30	2	88	1	9049	<=50K
27.5	30	2	88	1	9059	<=50K
27.5	30	2	88	1	9551	<=50K
27.5	30	2	88	1	9621	<=50K
27.5	30	2	88	1	10761	<=50K
27.5	30	2	88	1	11404	<=50K
27.5	30	2	88	1	11686	<=50K
27.5	30	2	88	1	11890	<=50K
27.5	30	2	88	1	12378	<=50K
27.5	30	2	88	1	12681	<=50K
27.5	30	2	88	1	12708	<=50K
27.5	30	2	88	1	12870	<=50K
27.5	30	2	88	1	13575	<=50K
27.5	30	2	88	1	14409	<=50K
27.5	30	2	88	1	14514	<=50K
27.5	30	2	88	1	14572	<=50K
27.5	30	2	88	1	14827	<=50K
27.5	30	2	88	1	16203	<=50K
27.5	30	2	88	1	16514	<=50K
27.5	30	2	88	1	16949	<=50K
27.5	30	2	88	1	17221	<=50K
27.5	30	2	88	1	17498	<=50K
27.5	30	2	88	1	19207	<=50K
27.5	30	2	88	1	19631	<=50K
27.5	30	2	88	1	19879	<=50K
27.5	30	2	88	1	20024	<=50K
27.5	30	2	88	1	20330	<=50K
27.5	30	2	88	1	20738	<=50K
27.5	30	2	88	1	20813	<=50K
27.5	30	2	88	1	21680	<=50K
27.5	30	2	88	1	21762	<=50K
27.5	30	2	88	1	22509	<=50K
27.5	30	2	88	1	23247	<=50K
27.5	30	2	88	1	23288	<=50K
27.5	30	2	88	1	24110	<=50K
27.5	30	2	88	1	24213	<=50K
27.5	30	2	88	1	24436	<=50K
27.5	30	2	88	1	25824	<=50K
27.5	30	2	88	1	26293	<=50K
27.5	30	2	88	1	26433	<=50K
27.5	30	2	88	1	26852	<=50K
27.5	30	2	88	1	26911	<=50K
27.5	30	2	88	1	27313	<=50K
27.5	30	2	88	1	28556	<=50K
27.5	30	2	88	1	28563	<=50K
27.5	30	2	88	1	28719	<=50K
27.5	30	2	88	1	28834	<=50K
27.5	30	2	88	1	28956	<=50K
27.5	30	2	88	1	29054	<=50K
27.5	30	2	88	1	29492	<=50K
27.5	30	2	88	1	29525	<=50K
27.5	30	2	88	1	30108	<=50K
27.5	30	2	88	1	30109	<=50K
27.5	30	2	88	1	30432	<=50K
27.5	30	2	88	1	30924	<=50K
27.5	30	2	88	1	31905	<=50K
27.5	30	2	88	1	32809	<=50K
27.5	30	2	88	1	32905	<=50K
27.5	30	2	88	1	33472	<=50K
27.5	30	2	88	1	34650	<=50K
27.5	30	2	88	1	34790	<=50K
27.5	30	2	88	1	35249	<=50K
27.5	30	2	88	1	35281	<=50K
27.5	30	2	88	1	35560	<=50K
27.5	30	2	88	1	36215	<=50K
27.5	30	2	88	1	36664	<=50K
27.5	30	2	88	1	37677	<=50K
27.5	30	2	88	1	37722	<=50K
27.5	30	2	88	1	38657	<=50K
27.5	30	2	88	1	39302	<=50K
27.5	30	2	88	1	39588	<=50K
27.5	30	2	88	1	40351	<=50K
27.5	30	2	88	1	40683	<=50K
27.5	30	2	88	1	41297	<=50K
27.5	30	2	88	1	41382	<=50K
27.5	30	2	88	1	41846	<=50K
27.5	30	2	88	1	42033	<=50K
27.5	30	2	88	1	42178	<=50K
27.5	30	2	88	1	43253	<=50K
27.5	30	2	88	1	43527	<=50K
27.5	30	2	88	1	43940	<=50K
27.5	30	2	88	1	44085	<=50K
27.5	30	2	88	1	44964	<=50K
27.5	30	2	88	1	45414	<=50K
27.5	30	2	88	1	46058	<=50K
27.5	30	2	88	1	46271	<=50K
27.5	30	2	88	1	46872	<=50K
27.5	30	2	88	1	47267	<=50K
27.5	30	2	88	1	47573	<=50K
27.5	30	2	88	1	47579	<=50K
27.5	30	2	88	1	8634	>50K
27.5	30	2	88	1	14436	>50K
27.5	30	2	88	1	26314	>50K
27.5	30	2	88	1	32188	>50K
27.5	30	2	88	1	34115	>50K
27.5	30	2	88	1	40576	>50K
27.5	30	2	88	1	41741	>50K
26.5	23	15	100	15	1659	<=50K
26.5	23	15	100	15	2097	<=50K
26.5	23	15	100	15	2250	<=50K
26.5	23	15	100	15	2608	<=50K
26.5	23	15	100	15	2702	<=50K
26.5	23	15	100	15	3065	<=50K
26.5	23	15	100	15	3103	<=50K
26.5	23	15	100	15	3122	<=50K
26.5	23	15	100	15	3524	<=50K
26.5	23	15	100	15	3620	<=50K
26.5	23	15	100	15	3831	<=50K
26.5	23	15	100	15	3996	<=50K
26.5	23	15	100	15	4131	<=50K
26.5	23	15	100	15	4152	<=50K
26.5	23	15	100	15	4420	<=50K
26.5	23	15	100	15	4836	<=50K
26.5	23	15	100	15	5371	<=50K
26.5	23	15	100	15	5432	<=50K
26.5	23	15	100	15	5826	<=50K
26.5	23	15	100	15	6054	<=50K
26.5	23	15	100	15	6067	<=50K
26.5	23	15	100	15	6408	<=50K
26.5	23	15	100	15	6562	<=50K
26.5	23	15	100	15	6705	<=50K
26.5	23	15	100	15	6920	<=50K
26.5	23	15	100	15	7260	<=50K
26.5	23	15	100	15	7599	<=50K
26.5	23	15	100	15	8551	<=50K
26.5	23	15	100	15	8974	<=50K
26.5	23	15	100	15	9048	<=50K
26.5	23	15	100	15	9108	<=50K
26.5	23	15	100	15	9345	<=50K
26.5	23	15	100	15	9346	<=50K
26.5	23	15	100	15	9400	<=50K
26.5	23	15	100	15	9591	<=50K
26.5	23	15	100	15	9770	<=50K
26.5	23	15	100	15	10590	<=50K
26.5	23	15	100	15	12097	<=50K
26.5	23	15	100	15	13654	<=50K
26.5	23	15	100	15	13746	<=50K
26.5	23	15	100	15	13879	<=50K
26.5	23	15	100	15	14031	<=50K
26.5	23	15	100	15	14401	<=50K
26.5	23	15	100	15	15494	<=50K
26.5	23	15	100	15	16089	<=50K
26.5	23	15	100	15	16369	<=50K
26.5	23	15	100	15	16942	<=50K
26.5	23	15	100	15	18071	<=50K
26.5	23	15	100	15	18713	<=50K
26.5	23	15	100	15	18813	<=50K
26.5	23	15	100	15	18902	<=50K
26.5	23	15	100	15	19196	<=50K
26.5	23	15	100	15	19380	<=50K
26.5	23	15	100	15	19788	<=50K
26.5	23	15	100	15	20677	<=50K
26.5	23	15	100	15	20750	<=50K
26.5	23	15	100	15	21310	<=50K
26.5	23	15	100	15	21405	<=50K
26.5	23	15	100	15	21444	<=50K
26.5	23	15	100	15	22027	<=50K
26.5	23	15	100	15	22226	<=50K
26.5	23	15	100	15	22564	<=50K
26.5	23	15	100	15	22740	<=50K
26.5	23	15	100	15	23326	<=50K
26.5	23	15	100	15	23487	<=50K
26.5	23	15	100	15	23611	<=50K
26.5	23	15	100	15	23820	<=50K
26.5	23	15	100	15	23942	<=50K
26.5	23	15	100	15	24125	<=50K
26.5	23	15	100	15	24243	<=50K
26.5	23	15	100	15	24797	<=50K
26.5	23	15	100	15	25131	<=50K
26.5	23	15	100	15	25337	<=50K
26.5	23	15	100	15	26535	<=50K
26.5	23	15	100	15	26613	<=50K
26.5	23	15	100	15	26952	<=50K
26.5	23	15	100	15	27220	<=50K
26.5	23	15	100	15	27718	<=50K
26.5	23	15	100	15	28959	<=50K
26.5	23	15	100	15	29036	<=50K
26.5	23	15	100	15	29625	<=50K
26.5	23	15	100	15	30041	<=50K
26.5	23	15	100	15	31132	<=50K
26.5	23	15	100	15	31587	<=50K
26.5	23	15	100	15	31875	<=50K
26.5	23	15	100	15	32295	<=50K
26.5	23	15	100	15	32366	<=50K
26.5	23	15	100	15	32860	<=50K
26.5	23	15	100	15	33543	<=50K
26.5	23	15	100	15	34315	<=50K
26.5	23	15	100	15	34865	<=50K
26.5	23	15	100	15	35158	<=50K
26.5	23	15	100	15	35196	<=50K
26.5	23	15	100	15	36102	<=50K
26.5	23	15	100	15	36266	<=50K
26.5	23	15	100	15	36302	<=50K
26.5	23	15	100	15	37327	<=50K
26.5	23	15	100	15	37540	<=50K
26.5	23	15	100	15	37633	<=50K
26.5	23	15	100	15	38067	<=50K
26.5	23	15	100	15	38187	<=50K
26.5	23	15	100	15	38309	<=50K
26.5	23	15	100	15	38350	<=50K
26.5	23	15	100	15	38466	<=50K
26.5	23	15	100	15	38524	<=50K
26.5	23	15	100	15	38888	<=50K
26.5	23	15	100	15	38951	<=50K
26.5	23	15	100	15	38967	<=50K
26.5	23	15	100	15	39071	<=50K
26.5	23	15	100	15	39771	<=50K
26.5	23	15	100	15	40049	<=50K
26.5	23	15	100	15	40162	<=50K
26.5	23	15	100	15	40948	<=50K
26.5	23	15	100	15	41201	<=50K
