feature,importance
stress_depression_diff,0.4546196619217077
stress_anxiety_diff,0.17657161921708203
Course,0.08984697508896797
Relationship_Status,0.07720507117437718
Age,0.06653491992882558
Semester_Credit_Load,0.06462121886120996
CGPA,0.06396441281138793
Residence_Type,0.05048487544483981
Mental_Severity_Score,0.04597219750889681
Diet_Quality,0.04179648576512452
Extracurricular_Involvement,0.04119884341637016
Physical_Activity,0.04115858540925267
Counseling_Service_Use,0.039532028469750874
Sleep_Quality,0.03339168149466189
Gender,0.029045373665480365
