feature,importance
stress_depression_diff,0.49094773131672675
Mental_Severity_Score,0.3576012010676157
stress_anxiety_diff,0.1437282028469752
Course,0.07792193060498225
Relationship_Status,0.0410106761565836
CGPA,0.03812188612099634
Semester_Credit_Load,0.0343790035587188
Age,0.0341345640569395
Residence_Type,0.030378113879003528
Counseling_Service_Use,0.028127001779359367
Physical_Activity,0.024670151245551577
Diet_Quality,0.02394639679715298
Extracurricular_Involvement,0.022134119217081843
Sleep_Quality,0.01913056049822061
Gender,0.015785364768683245
