feature,importance
stress_depression_diff,0.46265302491103244
Mental_Severity_Score,0.25368861209964433
stress_anxiety_diff,0.17501156583629912
Course,0.08586165480427042
CGPA,0.04623865658362992
Semester_Credit_Load,0.042937944839857654
Relationship_Status,0.037423709964412744
Age,0.03512766903914589
Physical_Activity,0.032096085409252684
Residence_Type,0.0311132117437722
Extracurricular_Involvement,0.030876334519572928
Diet_Quality,0.028962411032028436
Sleep_Quality,0.028142793594306017
Counseling_Service_Use,0.02414412811387896
Gender,0.01817771352313166
