feature,importance
stress_depression_diff,0.4655596085409255
stress_anxiety_diff,0.23529670818505308
Mental_Severity_Score,0.14055938612099633
Course,0.10669906583629893
CGPA,0.05184452846975086
Age,0.04398443060498219
Semester_Credit_Load,0.04245240213523127
Relationship_Status,0.039690613879003474
Residence_Type,0.03340591637010672
Physical_Activity,0.0323718861209964
Counseling_Service_Use,0.03072064056939498
Extracurricular_Involvement,0.03046352313167259
Diet_Quality,0.029796263345195695
Sleep_Quality,0.028494884341637
Gender,0.02570062277580069
