feature,importance
stress_depression_diff,0.4650442615658371
stress_anxiety_diff,0.21136499110320286
Mental_Severity_Score,0.14134964412811402
Course,0.10209719750889668
CGPA,0.057181939501779334
Age,0.04871307829181484
Semester_Credit_Load,0.04623821174377221
Relationship_Status,0.038941503558718844
Diet_Quality,0.03486854982206402
Physical_Activity,0.03434386120996437
Residence_Type,0.03429137010676159
Extracurricular_Involvement,0.03243305160142347
Counseling_Service_Use,0.03140969750889672
Gender,0.030989101423487504
Sleep_Quality,0.029365658362989298
