feature,importance
stress_depression_diff,0.43147664590747314
stress_anxiety_diff,0.17748776690391438
Course,0.11122620106761556
Age,0.07388967971530254
Mental_Severity_Score,0.06730805160142361
CGPA,0.06658607651245552
Relationship_Status,0.06520818505338073
Semester_Credit_Load,0.059920373665480406
Physical_Activity,0.050471975088967926
Counseling_Service_Use,0.04988367437722414
Extracurricular_Involvement,0.047503113879003515
Diet_Quality,0.04516103202846973
Residence_Type,0.04372064056939489
Sleep_Quality,0.041764679715302476
Gender,0.03085320284697502
