feature,importance
stress_depression_diff,0.45227646797153015
stress_anxiety_diff,0.2532313167259788
Course,0.11252713523131691
Mental_Severity_Score,0.07503603202846981
CGPA,0.07165791814946616
Relationship_Status,0.06351890569395022
Residence_Type,0.056720862989323786
Semester_Credit_Load,0.054063834519572904
Physical_Activity,0.052285142348754504
Extracurricular_Involvement,0.05158140569395016
Age,0.04918171708185051
Sleep_Quality,0.04344706405693943
Diet_Quality,0.040436832740213445
Counseling_Service_Use,0.03991881672597861
Gender,0.02594750889679715
