feature,importance
stress_depression_diff,0.44038545373665494
stress_anxiety_diff,0.1848122775800714
Course,0.11074421708185064
Mental_Severity_Score,0.08971708185053373
Relationship_Status,0.05917126334519592
CGPA,0.0580113434163701
Residence_Type,0.057116325622775736
Semester_Credit_Load,0.04803914590747319
Age,0.04261276690391457
Extracurricular_Involvement,0.04244283807829184
Physical_Activity,0.041500889679715276
Sleep_Quality,0.03948420818505337
Diet_Quality,0.03349866548042702
Counseling_Service_Use,0.030850088967971402
Gender,0.02237633451957289
