feature,importance
stress_depression_diff,0.4906092081850541
Mental_Severity_Score,0.31621797153024944
stress_anxiety_diff,0.17597375444839888
Course,0.0825255782918148
Relationship_Status,0.05002313167259776
Age,0.04423487544483984
Semester_Credit_Load,0.041405249110320175
CGPA,0.038419261565836214
Residence_Type,0.026743327402135194
Sleep_Quality,0.026124555160142313
Counseling_Service_Use,0.025131895017793546
Extracurricular_Involvement,0.02472620106761565
Diet_Quality,0.022762677935943026
Physical_Activity,0.02142415480427039
Gender,0.017602090747330938
