feature,importance
stress_depression_diff,0.48632762455515993
Mental_Severity_Score,0.32696174377224185
stress_anxiety_diff,0.2274245996441284
Course,0.0665180160142349
Age,0.045506450177935975
Relationship_Status,0.04150422597864762
CGPA,0.03421819395017797
Semester_Credit_Load,0.030473309608540902
Diet_Quality,0.027401912811387874
Residence_Type,0.02438879003558715
Physical_Activity,0.02344706405693949
Counseling_Service_Use,0.02076134341637005
Extracurricular_Involvement,0.019655916370106722
Gender,0.019102313167259778
Sleep_Quality,0.01851712633451952
