feature,importance
stress_depression_diff,0.5715082295373665
stress_anxiety_diff,0.2471723754448394
Mental_Severity_Score,0.09452268683274025
Course,0.06873020462633449
Relationship_Status,0.04943549822064058
Age,0.04008296263345196
Physical_Activity,0.036302268683274005
Counseling_Service_Use,0.026706628113878927
Gender,0.02493527580071168
Sleep_Quality,0.02201757117437721
Residence_Type,0.021412811387900355
Diet_Quality,0.018247775800711734
Semester_Credit_Load,0.017391681494661894
Extracurricular_Involvement,0.015336966192170818
CGPA,0.01251645907473307
