feature,importance
stress_depression_diff,0.554421485765125
Mental_Severity_Score,0.2870144572953739
stress_anxiety_diff,0.2602553380782914
Course,0.05344016903914592
Age,0.04718772241992877
Relationship_Status,0.032718416370106765
Counseling_Service_Use,0.030245329181494664
Semester_Credit_Load,0.02125845195729533
Physical_Activity,0.015144128113879014
Sleep_Quality,0.012806717081850475
Diet_Quality,0.012568282918149447
CGPA,0.011178825622775775
Residence_Type,0.010815836298932366
Extracurricular_Involvement,0.00966058718861209
Gender,0.005372775800711763
