feature,importance
stress_depression_diff,0.5555522686832737
stress_anxiety_diff,0.18898131672597865
Course,0.09689635231316725
Mental_Severity_Score,0.09499777580071184
Counseling_Service_Use,0.047684386120996486
Residence_Type,0.04210564946619218
Relationship_Status,0.03867415480427039
Age,0.034919261565836295
Diet_Quality,0.03488456405693943
Physical_Activity,0.02574755338078286
Semester_Credit_Load,0.017949955516014228
Extracurricular_Involvement,0.017550711743772204
CGPA,0.014851423487544462
Sleep_Quality,0.014421263345195707
Gender,0.009140569395017771
