feature,importance
stress_depression_diff,0.6034219306049816
stress_anxiety_diff,0.2700860765124555
Mental_Severity_Score,0.08552980427046253
Diet_Quality,0.035651690391459094
Counseling_Service_Use,0.03554648576512455
Relationship_Status,0.02988523131672592
Extracurricular_Involvement,0.024267126334519558
Age,0.021894128113879016
CGPA,0.018231094306049786
Physical_Activity,0.013200622775800657
Residence_Type,0.01257095195729536
Sleep_Quality,0.008899911032028465
Semester_Credit_Load,0.008877446619217081
Gender,0.007512677935943078
Course,0.005766459074733098
