feature,importance
stress_depression_diff,0.5756325622775791
Mental_Severity_Score,0.24567838078291784
stress_anxiety_diff,0.17464501779359423
Relationship_Status,0.04727468861209968
Residence_Type,0.036975088967971456
Counseling_Service_Use,0.030467749110320165
Physical_Activity,0.02665146797153023
Course,0.020817838078291805
Age,0.01332184163701068
Extracurricular_Involvement,0.011699955516014224
CGPA,0.01041014234875443
Gender,0.009755560498220654
Sleep_Quality,0.009320284697508903
Diet_Quality,0.008627446619217072
Semester_Credit_Load,0.005559608540925281
