feature,importance
stress_depression_diff,0.5146007562277579
Mental_Severity_Score,0.3437831405693951
stress_anxiety_diff,0.25331494661921716
Course,0.08594928825622765
Age,0.05324466192170825
Counseling_Service_Use,0.026478647686832765
Gender,0.02055649466192171
Diet_Quality,0.01668994661921703
Residence_Type,0.014329626334519553
Physical_Activity,0.010905693950177906
CGPA,0.010385453736654794
Relationship_Status,0.009913478647686828
Extracurricular_Involvement,0.006235765124555172
Semester_Credit_Load,0.005404359430604987
Sleep_Quality,0.005342081850533813
