feature,importance
stress_depression_diff,0.5237279804270469
Mental_Severity_Score,0.2589657473309609
stress_anxiety_diff,0.20154515124555167
Course,0.05831917259786473
Relationship_Status,0.03577246441281133
Age,0.034362099644128064
Counseling_Service_Use,0.023446841637010725
Residence_Type,0.015264679715302487
Physical_Activity,0.012481761565836297
Gender,0.01188411921708185
Diet_Quality,0.011722419928825578
Sleep_Quality,0.010266459074733076
CGPA,0.006970418149466186
Semester_Credit_Load,0.005871663701067618
Extracurricular_Involvement,0.005146797153024927
