feature,importance
stress_depression_diff,0.5310980871886132
stress_anxiety_diff,0.1728231761565838
Mental_Severity_Score,0.11952735765124566
Relationship_Status,0.09019239323843428
Course,0.058839412811387874
Age,0.05581183274021353
Gender,0.04644194839857656
Counseling_Service_Use,0.036165035587188574
Diet_Quality,0.03248220640569395
Extracurricular_Involvement,0.02901935053380782
Physical_Activity,0.028473976868327366
Sleep_Quality,0.026903692170818456
Residence_Type,0.02587388790035584
CGPA,0.023055382562277554
Semester_Credit_Load,0.01036387900355872
