feature,importance
stress_depression_diff,0.54576134341637
Mental_Severity_Score,0.2978111654804267
stress_anxiety_diff,0.28183718861209933
Course,0.06630960854092527
Age,0.045206850533807796
Counseling_Service_Use,0.04311032028469754
Residence_Type,0.02215057829181491
Diet_Quality,0.0214957740213523
Gender,0.017566058718861223
Physical_Activity,0.010921040925266913
Extracurricular_Involvement,0.009616992882562281
CGPA,0.008893683274021333
Relationship_Status,0.008456850533807814
Sleep_Quality,0.005161699288256237
Semester_Credit_Load,0.0038378558718861213
