feature,importance
stress_depression_diff,0.544483096085409
stress_anxiety_diff,0.22636476868327382
Mental_Severity_Score,0.12721441281138804
Course,0.08304137010676163
Relationship_Status,0.04376623665480423
Age,0.03421619217081854
Residence_Type,0.026680827402135215
Counseling_Service_Use,0.02442793594306046
CGPA,0.020844973309608557
Diet_Quality,0.017881005338078255
Physical_Activity,0.014614768683273962
Gender,0.006485765124555177
Sleep_Quality,0.006396129893238438
Extracurricular_Involvement,0.004951734875444848
Semester_Credit_Load,0.0020991992882562357
